title,type,question,A,B,C,D,answer,image
The Menstrual Cycle,radio,What is menstruation? / Apakah haid?,Menstruation is the breakdown of the lining of the uterine wall and discharge of blood through the vagina / Haid ialah peluluhan lapisan dinding uterus dan darah yang mengalir melalui faraj,Menstruation is the fertilization process between sperm and ovum / Haid ialah proses persenyawaan antara sperma dan ovum,Menstruation is the release of a mature egg from the ovary to the uterus / Haid ialah pengeluaran telur matang dari ovari ke uterus,,A,
,radio,Day 1 – 5,Menstruation phase / Fasa haid,Repair phase / Fasa pemulihan,Fertile phase / Fasa subur,Premenstrual phase / Fasa prahaid,A,
,radio,Day 6 – 11,Menstruation phase / Fasa haid,Repair phase / Fasa pemulihan,Fertile phase / Fasa subur,Premenstrual phase / Fasa prahaid,B,
,radio,Day 12 – 17,Menstruation phase / Fasa haid,Repair phase / Fasa pemulihan,Fertile phase / Fasa subur,Premenstrual phase / Fasa prahaid,C,
,radio,Day 18 – 28,Menstruation phase / Fasa haid,Repair phase / Fasa pemulihan,Fertile phase / Fasa subur,Premenstrual phase / Fasa prahaid,D,
,radio,Uterine lining breaks down / Lapisan dinding uterus terluluh,Menstruation phase / Fasa haid,Repair phase / Fasa pemulihan,Fertile phase / Fasa subur,Premenstrual phase / Fasa prahaid,A,
,radio,"Uterine lining starts to rebuild and thicken / 
Dinding uterus mula dibina semula dan menebal",Menstruation phase / Fasa haid,Repair phase / Fasa pemulihan,Fertile phase / Fasa subur,Premenstrual phase / Fasa prahaid,B,
,radio,An ovum is released / Ovum dibebaskan,Menstruation phase / Fasa haid,Repair phase / Fasa pemulihan,Fertile phase / Fasa subur,Premenstrual phase / Fasa prahaid,C,
,radio,"The uterine lining continues to thicken and becomes richly supplied with blood vessels / 
Dinding uterus terus menebal dan kaya dengan salur darah",Menstruation phase / Fasa haid,Repair phase / Fasa pemulihan,Fertile phase / Fasa subur,Premenstrual phase / Fasa prahaid,D,
,text,Ovulation / Pengovulan 通常发生在第几天左右？,,,,,14,
,text,Menstruation cycle / Kitaran haid 通常几天？,,,,,28,
